fighter_name,Height,Weight,Reach,Stance,DOB
Khalid Taha,5.5,135 ,69,Orthodox,Feb 15 1992
Khalil Rountree Jr.,6.1,205 ,76,Southpaw,Feb 26 1990
Khomkrit Niimi,5.2,125 ,,,
Kier Gooch,,155 ,,,Apr 21 1986
Kiichi Kunimoto,5.10,170 ,71,Orthodox,May 01 1981
Kim Couture,5.8,135 ,,Orthodox,Dec 18 1975
Kim In Seok,5.6,145 ,,Orthodox,
Kimo Leopoldo,6.3,235 ,,Orthodox,Jan 05 1968
Kin Moy,5.5,135 ,,,
Kiril Sidelnikov,5.11,230 ,,,Aug 17 1988
Kit Cope,6.0,170 ,,Orthodox,Mar 17 1977
Kiyoshi Tamura,5.11,185 ,,Southpaw,Dec 17 1969
Klayton Mai,5.9,125 ,,,Nov 30 1986
Klidson Abreu,6.0,235 ,74,Orthodox,Dec 24 1992
Koichiro Matsumoto,5.7,145 ,,,Mar 07 1986
Koji Kitao,6.7,350 ,,Southpaw,Oct 12 1963
Koji Oishi,5.8,170 ,,Orthodox,May 31 1977
Konstantin Erokhin,5.11,230 ,73,Orthodox,Jan 31 1983
Kotetsu Boku,5.9,154 ,,Orthodox,May 27 1977
Kris McCray,6.0,170 ,76,Orthodox,Sep 24 1981
Krishaun Gilmore,,,,,
Kristian Rothaermel,6.0,205 ,,Open Stance,Jan 31 1972
Kristof Midoux,6.1,220 ,,Orthodox,Jul 30 1974
Kron Gracie,5.9,145 ,70,Southpaw,Jul 11 1988
Krzysztof Jotko,6.1,185 ,77,Southpaw,Aug 19 1989
Krzysztof Soszynski,6.1,205 ,77,Open Stance,Aug 02 1977
Kultar Gill,6.0,154 ,,Orthodox,Mar 24 1979
Kuniyoshi Hironaka,5.10,168 ,70,Orthodox,Jun 17 1976
Kurt Holobaugh,5.11,155 ,70,Orthodox,Sep 08 1986
Kurt Osiander,,185 ,,,
Kurt Pellegrino,5.8,155 ,70,Orthodox,May 07 1979
Kwan Ho Kwak,5.5,135 ,70,Switch,Jun 18 1989
Kyle Bochniak,5.7,145 ,70,Orthodox,Feb 05 1987
Kyle Bolt,6.2,185 ,,,
Kyle Bradley,5.9,155 ,71,Orthodox,Aug 19 1982
Kyle Daukaus,6.3,185 ,76,Southpaw,Feb 27 1993
Kyle Dietz,5.8,135 ,,Orthodox,Apr 29 1986
Kyle Jensen,5.9,170 ,,Orthodox,Jul 20 1979
Kyle Kingsbury,6.4,205 ,76,Orthodox,Mar 22 1982
Kyle Kurtz,,170 ,,,
Kyle Levinton,,,,,
Kyle Nelson,5.11,155 ,71,Switch,Apr 20 1991
Kyle Noke,6.1,170 ,76,Southpaw,Mar 18 1980
Kyle Prepolec,5.10,170 ,70,Southpaw,Aug 30 1989
Kyle Stewart,6.2,170 ,76,Orthodox,Jan 31 1989
Kyle Sturgeon,6.3,225 ,,Switch,
Kyle Watson,6.0,155 ,,,Aug 09 1979
Kyler Phillips,5.8,135 ,,Orthodox,Jun 12 1995
Kyoji Horiguchi,5.5,125 ,66,Orthodox,Oct 12 1990
Kyosuke Sasaki,5.7,183 ,,Southpaw,
Kyung Ho Kang,5.9,135 ,73,Orthodox,Sep 09 1987
LC Davis,5.8,135 ,69,Southpaw,Oct 28 1980
Lacey Schuckman,5.3,125 ,,,
Lance Benoist,5.11,170 ,73,Southpaw,Aug 26 1988
Lance Gibson,5.9,185 ,,Orthodox,Nov 20 1970
Lance Lawrence,6.0,145 ,,,Jun 26 1993
Lando Vannata,5.9,155 ,71,Orthodox,Mar 14 1992
Landon Showalter,6.0,185 ,,,Jun 14 1976
Larissa Pacheco,5.7,135 ,69,Orthodox,Sep 07 1994
Larry Cureton,6.2,240 ,,Orthodox,
Larry Parker,5.11,205 ,,Orthodox,
Laureano Staropoli,6.1,170 ,71,Orthodox,Feb 27 1993
Lauren Mueller,5.5,125 ,67,Orthodox,Nov 15 1991
Lauren Murphy,5.7,125 ,67,Orthodox,Jul 27 1983
Lavar Johnson,6.4,240 ,82,Orthodox,Jun 11 1977
Laverne Clark,5.11,170 ,,Orthodox,Dec 02 1973
Lazar Stojadinovic,5.7,145 ,68,Southpaw,Mar 22 1989
Leah Letson,5.7,145 ,71,,Aug 21 1992
Leandro Issa,5.7,135 ,69,Orthodox,Sep 19 1983
Leandro Silva,5.9,155 ,72,Orthodox,Nov 11 1985
Lee Brousseau,6.1,205 ,,,Oct 04 1974
Lee Gibson,5.7,155 ,,,
Lee Higgins,,155 ,,,Jul 14 1980
Lee Kwan Bum,6.2,286 ,,Orthodox,
Lee Murray,6.3,185 ,,Orthodox,Sep 12 1977
Leigh Remedios,5.7,155 ,,Orthodox,Jan 13 1976
Leiticia Pestova,5.6,135 ,,Orthodox,Jan 15 1984
Lemont Davis,5.8,170 ,,Orthodox,
Len Bentley,5.9,155 ,,,Nov 30 1982
Leo Kuntz,5.10,155 ,74,Orthodox,Oct 03 1983
Leo Sylvest,5.11,205 ,,Orthodox,Sep 03 1973
Leon Edwards,6.0,170 ,74,Southpaw,Aug 25 1991
Leon Shahbazyan,6.4,170 ,77,Orthodox,Nov 18 1995
Leonard Garcia,5.10,145 ,69,Orthodox,Jul 14 1979
Leonardo Augusto Leleco,6.0,185 ,73,Orthodox,Apr 15 1982
Leonardo Mafra,5.10,155 ,70,Orthodox,Apr 25 1989
Leonardo Morales,5.8,135 ,68,Southpaw,Dec 22 1992
Leonardo Santos,6.0,155 ,75,Orthodox,Feb 05 1980
Leonardo Silva,6.2,185 ,,Orthodox,Apr 23 1992
Leslie Smith,5.9,135 ,66,Orthodox,Aug 17 1982
Levan Makashvili,5.8,145 ,68,Orthodox,Jan 07 1989
Levi Alford,,,,,
Levi Avera,6.1,170 ,,,May 17 1982
Lewis Gonzalez,5.10,170 ,73,Orthodox,Sep 19 1987
Li Jingliang,6.0,170 ,71,Orthodox,Mar 20 1988
Liam McGeary,6.6,205 ,,,Oct 04 1982
Liana Jojua,5.4,135 ,,,Mar 22 1995
Lina Kvokov,5.9,135 ,,Orthodox,
Lina Lansberg,5.7,135 ,65,Orthodox,Mar 13 1982
Linton Vassell,6.4,205 ,,,Jun 03 1983
Lionel Lanham,,205 ,,,Aug 31 1980
Lisa Ellis,5.4,115 ,62,,Nov 15 1982
Lissette Neri,5.2,145 ,,,Aug 05 1987
Liu Pingyuan,5.6,135 ,72,Orthodox,Feb 13 1993
Livinha Souza,5.5,115 ,63,Orthodox,Mar 11 1991
Liz Carmouche,5.6,125 ,66,Orthodox,Feb 19 1984
Lloyd Van Dams,6.1,240 ,,Southpaw,Mar 05 1972
Lodune Sincaid,5.9,185 ,,Orthodox,May 07 1973
Logan Clark,6.2,185 ,,Orthodox,Feb 16 1985
Logan Nail,,185 ,,,Jun 20 1989
Lolohea Mahe,,,,,
Lorenz Larkin,5.11,170 ,72,Orthodox,Sep 03 1986
Lorenzo Hood,6.3,265 ,,,
Louis Gaudinot,5.3,125 ,63,Orthodox,Aug 28 1984
Louis Jauregui,5.7,170 ,,,
Louis Smolka,5.9,135 ,68,Orthodox,Jul 16 1991
Louis Taylor,5.11,185 ,74,Orthodox,May 12 1979
Lowell Anderson,5.6,160 ,,Orthodox,
Luan Chagas,6.0,170 ,75,Orthodox,Jun 17 1993
Luana Carolina,5.6,125 ,69,Orthodox,Jun 11 1993
Luc Bondole,6.2,205 ,,,
Lucas Gamaza,,170 ,,,
Lucas Lopes,6.2,185 ,,,Oct 05 1979
Lucas Martins,6.0,145 ,72,Southpaw,Nov 11 1988
Lucas Stark,,155 ,,,
Luciano Azevedo,6.3,161 ,,Orthodox,Jun 25 1981
Lucie Pudilova,5.8,125 ,67,Orthodox,Jun 13 1994
Lucio Linhares,6.2,185 ,,Orthodox,Dec 08 1973
Luigi Fioravanti,5.8,170 ,70,Orthodox,Jan 22 1981
Luigi Vendramini,5.8,170 ,,Orthodox,Jan 16 1996
Luis Gomez,5.7,145 ,68,Orthodox,Jan 28 1995
Luis Henrique,6.2,243 ,74,Orthodox,Aug 21 1993
Luis Mendoza,,155 ,,,
Luis Pena,6.3,155 ,75,Southpaw,Jul 05 1993
Luis Ramos,5.8,170 ,,Orthodox,Jan 18 1981
Luis Santos,6.1,170 ,,Southpaw,
Luiz Azeredo,5.9,154 ,,Orthodox,Jun 10 1976
Luiz Cane,6.2,185 ,77,Southpaw,Apr 24 1981
Luiz Dutra,5.11,170 ,71,Orthodox,May 06 1982
Luiz Firmino,5.6,154 ,,Orthodox,Mar 18 1982
Lukasz Les,,170 ,,,Nov 05 1981
Lukasz Sajewski,5.8,155 ,71,Orthodox,Nov 27 1990
Luke Barnatt,6.6,185 ,77,Orthodox,Apr 13 1988
Luke Caudillo,5.7,155 ,,Orthodox,Nov 30 1980
Luke Cummo,6.0,170 ,74,Orthodox,Apr 27 1980
Luke Flores,6.0,155 ,,Southpaw,Mar 17 1988
Luke Hartwig,,,,,
Luke Jumeau,5.11,170 ,72,Orthodox,Feb 12 1988
Luke Rockhold,6.3,185 ,77,Southpaw,Oct 17 1984
Luke Sanders,5.6,135 ,67,Southpaw,Dec 12 1985
Luke Stewart,5.11,170 ,,Orthodox,
Luke Zachrich,6.2,185 ,74,Orthodox,Dec 19 1981
Lumumba Sayers,6.0,185 ,,,Jun 30 1978
Lyle Beerbohm,5.10,155 ,,Southpaw,Feb 05 1979
Lyman Good,6.0,170 ,74,Orthodox,May 26 1985
Lyoto Machida,6.1,185 ,74,Southpaw,May 30 1978
Mabelly Lima,5.2,135 ,,Orthodox,Jan 25 1994
Mac Danzig,5.8,155 ,70,Orthodox,Jan 02 1980
Maciej Jewtuszko,6.0,155 ,,Southpaw,Jan 31 1981
Mack Brewer,,205 ,,,
Mackens Semerzier,5.9,145 ,72,Orthodox,Nov 03 1980
Mackenzie Dern,5.4,115 ,63,Orthodox,Mar 24 1993
Macy Chiasson,5.11,135 ,72,,Jul 27 1991
Mads Burnell,5.8,145 ,69,Orthodox,Mar 06 1994
Magno Almeida,6.0,155 ,,,Jun 06 1985
Magnus Cedenblad,6.5,185 ,79,Orthodox,Apr 10 1982
Magomed Ankalaev,6.3,205 ,75,Orthodox,Jun 02 1992
Magomed Bibulatov,5.5,125 ,65,Orthodox,Aug 22 1988
Magomed Mustafaev,5.8,155 ,71,Orthodox,Aug 02 1988
Magomed Sultanakhmedov,6.2,185 ,,Southpaw,
Maia Stevenson,5.4,115 ,62,Orthodox,Mar 19 1982
Maiara Amanajas dos Santos,5.5,115 ,,Southpaw,Jul 11 1987
Maiju Kujala,,135 ,,,
Maiquel Falcao,5.11,185 ,,Orthodox,Mar 08 1981
Mairbek Taisumov,5.9,155 ,73,Orthodox,Aug 08 1988
Maka Watson,,155 ,,,Sep 22 1984
Maki Pitolo,5.10,185 ,72,Orthodox,Nov 24 1990
Makoto Takimoto,5.7,205 ,,Southpaw,Dec 08 1979
Makwan Amirkhani,5.10,145 ,72,Southpaw,Nov 08 1988
Mal Foki,5.7,220 ,,Orthodox,
Manny Bermudez,5.10,135 ,71,Orthodox,Jul 16 1994
Manny Tapia,5.5,135 ,67,Orthodox,Mar 14 1981
Manny Vazquez,5.10,125 ,72,Orthodox,Nov 19 1993
Manuel Rodriguez,5.9,170 ,68,Orthodox,Apr 25 1985
Manvel Gamburyan,5.5,135 ,67,Orthodox,May 08 1981
Mara Romero Borella,5.6,125 ,69,Orthodox,Jun 03 1986
Marc Cofer,,185 ,,,Mar 03 1972
Marc Diakiese,5.10,155 ,73,Orthodox,Mar 16 1993
Marc Stevens,5.9,155 ,,,
Marc-Andre Barriault,6.1,185 ,74,Orthodox,Feb 18 1990
Marcel Fortuna,6.1,205 ,74,Orthodox,Oct 22 1985
Marcelo Aguiar,5.10,170 ,,Orthodox,
Marcelo Brito,6.1,170 ,,Orthodox,Nov 27 1977
Marcelo Golm,6.3,249 ,75,Orthodox,Sep 15 1992
Marcelo Guimaraes,6.0,185 ,73,Orthodox,Jun 25 1983
Marcelo Mello,5.7,170 ,,Southpaw,
Marcin Bandel,5.10,155 ,70,Orthodox,Oct 10 1989
Marcin Held,5.9,155 ,71,Orthodox,Jan 18 1992
Marcin Prachnio,6.3,205 ,74,Orthodox,Jul 14 1988
Marcin Tybura,6.3,249 ,78,Orthodox,Nov 09 1985
Marcin Wrzosek,5.9,155 ,,,Oct 14 1987
Marcio Alexandre Junior,6.0,185 ,75,Southpaw,May 05 1989
Marcio Cruz,6.4,232 ,,Orthodox,Apr 24 1978
Marcio Navarro,6.0,155 ,,,Sep 17 1978
Marco Beltran,5.8,125 ,69,Orthodox,May 18 1986
Marco Ruas,6.1,210 ,,Orthodox,Jan 23 1961
Marcos Bonilla,5.10,145 ,,,
Marcos Conrado Jr.,6.2,220 ,,Orthodox,Mar 14 1982
Marcos Galvao,5.7,135 ,,Orthodox,Jun 23 1981
Marcos Mariano,6.1,155 ,,Switch,Oct 12 1986
Marcos Rogerio de Lima,6.1,253 ,75,Orthodox,Jun 25 1985
Marcos Vinicius,5.9,125 ,70,Orthodox,Dec 05 1979
Marcos da Matta,5.4,145 ,,,Mar 18 1973
Marcus Aurelio,5.10,155 ,74,Orthodox,Aug 18 1973
Marcus Bossett,6.1,215 ,,Orthodox,
Marcus Brimage,5.4,135 ,71,Southpaw,Apr 06 1985
Marcus Davis,5.10,170 ,70,Southpaw,Aug 24 1973
Marcus Hicks,5.6,155 ,64,Southpaw,Nov 25 1975
Marcus Jones,6.6,265 ,,Orthodox,Aug 15 1973
Marcus Kowal,,135 ,,,
Marcus LeVesseur,5.9,155 ,70,Southpaw,Jul 17 1982
Marcus Silveira,6.3,242 ,,Orthodox,
Maria Oliveira,5.5,115 ,,Orthodox,Dec 12 1996
Maria Rios,5.5,125 ,,,May 31 1983
Marina Rodriguez,5.6,115 ,65,Orthodox,Apr 29 1987
Mario Bautista,5.9,135 ,72,Switch,Jul 01 1993
Mario Miranda,6.3,185 ,74,Orthodox,Jul 12 1979
Mario Neto,6.0,229 ,,Orthodox,
Mario Rivera,,,,,
Mario Soto,6.0,145 ,,,
Mario Sperry,6.2,205 ,,Orthodox,Sep 28 1966
Marion Reneau,5.6,135 ,68,Orthodox,Jun 20 1977
Marius Enache,5.11,155 ,,,Oct 16 1975
Marius Zaromskis,5.9,170 ,,Orthodox,Jul 30 1980
Mariya Agapova,,125 ,,,
Mark Bocek,5.8,155 ,75,Orthodox,Oct 24 1981
Mark Cherico,5.7,145 ,69,Orthodox,May 12 1986
Mark Coleman,6.1,205 ,75,Orthodox,Dec 20 1964
Mark De La Rosa,5.6,135 ,65,Orthodox,Aug 31 1994
Mark Dickman,5.9,145 ,,,Jul 19 1984
Mark Eddiva,5.8,145 ,68,Orthodox,Feb 16 1986
Mark Godbeer,6.4,240 ,77,Orthodox,Nov 22 1983
Mark Hall,6.0,190 ,,Orthodox,
Mark Holst,6.0,155 ,,Orthodox,Aug 14 1985
Mark Hominick,5.8,145 ,68,Orthodox,Jul 22 1982
Mark Hughes,5.9,205 ,,Southpaw,Oct 13 1973
Mark Hunt,5.10,265 ,72,Orthodox,Mar 23 1974
Mark Kerr,6.3,266 ,,Switch,Dec 21 1968
Mark Munoz,6.0,185 ,72,Orthodox,Feb 09 1978
Mark Robinson,6.0,265 ,,Orthodox,
Mark Scanlon,5.9,170 ,,Orthodox,
Mark Schultz,5.9,200 ,,Orthodox,
Mark Vorgeas,5.10,135 ,,,
Mark Weir,6.2,185 ,,Southpaw,Sep 19 1967
Marko Damiani,6.0,170 ,,,
Markus Perez,6.1,185 ,73,Orthodox,Jun 22 1988
Marloes Coenen,5.9,145 ,67,,Mar 31 1981
Marlon Moraes,5.6,135 ,67,Orthodox,Apr 26 1988
Marlon Sims,,170 ,,,
Marlon Vera,5.8,135 ,70,Switch,Dec 02 1992
Marques Daniels,,155 ,,,
Martin Bravo,5.8,145 ,71,Southpaw,Sep 21 1993
Martin Buschkamp,5.9,145 ,70,Orthodox,Jan 06 1991
Martin Day,5.10,135 ,73,Orthodox,Nov 10 1988
Martin Kampmann,6.0,170 ,72,Orthodox,Apr 17 1982
Martin Svensson,6.1,155 ,72,,Apr 25 1985
Marvin Eastman,5.9,185 ,73,Orthodox,Jun 08 1971
Marvin Maldonado,5.6,135 ,,,
Marvin Vettori,6.0,185 ,74,Southpaw,Sep 20 1993
Maryna Moroz,5.7,125 ,67,Orthodox,Sep 08 1991
Masaaki Satake,6.1,220 ,,Orthodox,Aug 17 1965
Masakatsu Funaki,6.0,185 ,,Southpaw,Mar 13 1969
Masakatsu Okuda,,,,,
Masakazu Imanari,5.4,139 ,,Southpaw,Feb 10 1976
Masanori Kanehara,5.7,135 ,67,Orthodox,Nov 19 1982
Masanori Suda,5.9,183 ,,Orthodox,
Masanori Tonooka,5.8,185 ,,Orthodox,
Masio Fullen,5.10,145 ,70,Orthodox,Oct 06 1986
Mason Fowler,5.11,170 ,,,
Masutatsu Yano,5.9,198 ,,Orthodox,Jul 11 1975
Matheus Nicolau,5.6,125 ,66,,Jan 06 1993
Mats Nilsson,6.1,170 ,74,Orthodox,Dec 05 1983
Matt Andersen,6.2,230 ,,Southpaw,May 29 1971
Matt Arroyo,5.10,170 ,72,Orthodox,Sep 01 1982
Matt Bessette,5.10,145 ,70,Orthodox,Dec 28 1984
Matt Brown,6.0,170 ,75,Orthodox,Jan 10 1981
Matt Dwyer,6.4,170 ,76,Orthodox,Dec 17 1989
Matt Foki,5.7,220 ,,Orthodox,
Matt Frevola,5.9,155 ,71,Orthodox,Jun 11 1990
Matt Grice,5.8,145 ,70,Orthodox,Jul 29 1981
Matt Hamill,6.1,205 ,76,Orthodox,Oct 05 1976
Matt Helm,,155 ,,,
Matt Hobar,5.10,135 ,70,Southpaw,Jan 07 1987
Matt Horning,5.4,125 ,,,
Matt Horwich,6.1,185 ,,Orthodox,Oct 02 1978
Matt Hughes,5.9,170 ,73,Switch,Oct 13 1973
Matt Kovacs,6.0,244 ,,Orthodox,
Matt Lee,5.11,155 ,,Orthodox,
Matt Lindland,6.0,185 ,74,Southpaw,May 17 1970
Matt Lucas,6.1,205 ,,,
Matt Mitrione,6.3,265 ,79,Switch,Jul 15 1978
Matt Pedro,,,,,
Matt Ramirez,5.5,125 ,,,
Matt Ricehouse,,155 ,,,Mar 11 1987
Matt Sayles,5.7,145 ,68,Orthodox,Feb 21 1994
Matt Schnell,5.8,135 ,70,Orthodox,Jan 15 1990
Matt Secor,6.0,170 ,,,Sep 26 1986
Matt Serra,5.6,170 ,68,Orthodox,Jun 02 1974
Matt Skelton,6.3,265 ,,Orthodox,Jan 23 1967
Matt Van Buren,6.5,205 ,76,,Jun 12 1986
Matt Veach,5.11,155 ,,Orthodox,May 31 1981
Matt Wiman,5.10,155 ,68,Orthodox,Sep 19 1983
Matthew Lopez,5.7,135 ,69,Southpaw,Jan 21 1987
Matthew Riddle,6.1,170 ,74,Southpaw,Jan 14 1986
Maurice Eazel,5.7,135 ,,,
Maurice Greene,6.7,258 ,82,,Jul 05 1986
Maurice Mitchell,5.9,145 ,,Orthodox,Jun 29 1987
Maurice Smith,6.2,221 ,,Orthodox,Dec 13 1961
Mauricio Alonso,6.2,170 ,,,Feb 27 1980
Mauricio Rua,6.1,205 ,76,Orthodox,Nov 25 1981
Max Griffin,5.11,170 ,76,Orthodox,Nov 29 1985
Max Holloway,5.11,155 ,69,Orthodox,Dec 04 1991
Max Martyniouk,,155 ,,,
Max Mustaki,6.0,155 ,,Orthodox,Nov 07 1987
Maximo Blanco,5.8,145 ,71,Orthodox,Oct 16 1983
Mayana Kellem,5.5,135 ,,Orthodox,Jul 07 1981
Maycee Barber,5.5,125 ,65,Switch,May 18 1998
Mayra Bueno Silva,5.6,135 ,,Orthodox,Aug 22 1991
Megan Anderson,6.0,145 ,72,Orthodox,Feb 11 1990
Megumi Fujii,5.3,113 ,,,Apr 26 1974
Mehdi Baghdad,6.1,155 ,75,Orthodox,Apr 13 1985
Melchor Manibusan,5.5,154 ,,Southpaw,Dec 27 1976
Melinda Fabian,5.6,125 ,66,,Jun 25 1987
Melissa Gatto,5.5,135 ,,Orthodox,Feb 05 1996
Melton Bowen,6.0,225 ,,Orthodox,Jul 16 1969
Melvin Guillard,5.9,155 ,68,Orthodox,Mar 30 1983
Melvin Manhoef,5.9,185 ,,Orthodox,May 11 1976
Merab Dvalishvili,5.6,135 ,68,Orthodox,Jan 10 1991
Merritt Warren,5.10,155 ,,Southpaw,
Micah Miller,6.0,145 ,,Orthodox,Feb 14 1987
Michael Bisping,6.1,185 ,75,Orthodox,Feb 28 1979
Michael Bravo,,155 ,,,
Michael Byrnes,5.11,155 ,,,Jul 17 1990
Michael Chiesa,6.1,170 ,75,Southpaw,Dec 07 1987
Michael Cora,6.1,170 ,77,Southpaw,Aug 24 1989
Michael Diaz,,260 ,,,
Michael Graves,5.10,170 ,71,,Jan 08 1991
Michael Johnson,5.10,145 ,73,Southpaw,Jun 04 1986
Michael Knaap,6.2,220 ,,Orthodox,Feb 27 1984
Michael Kuiper,6.0,185 ,73,Orthodox,Jun 07 1989
Michael Lerma,,,,,
Michael Lombardo,6.0,185 ,72,Orthodox,Apr 03 1990
Michael Mangan,,155 ,,,
Michael McBride,6.1,155 ,75,Orthodox,Mar 09 1986
Michael McDonald,5.9,135 ,70,Orthodox,Jan 15 1991
Michael Page,6.2,170 ,,,Apr 07 1987
Michael Patt,6.0,205 ,,Orthodox,
Michael Trizano,5.11,155 ,71,Orthodox,Dec 31 1991
Michal Martinek,,220 ,,,
Michal Oleksiejczuk,6.0,205 ,74,Southpaw,Feb 22 1995
Michel Batista,6.3,260 ,,,Apr 20 1984
Michel Pereira,6.1,170 ,73,Orthodox,Oct 06 1993
Michel Prazeres,5.6,170 ,67,Orthodox,Jul 25 1981
Michel Quinones,5.10,155 ,73,Orthodox,Dec 22 1984
Michelle Maher,,145 ,,,
Michelle Waterson,5.3,115 ,62,Orthodox,Jan 06 1986
Michihiro Omigawa,5.6,145 ,68,Orthodox,Dec 19 1975
Michinori Tanaka,5.5,135 ,67,Orthodox,Oct 04 1990
Michiyoshi Ohara,5.10,205 ,,Orthodox,
Mickael Lebout,5.11,155 ,73,Orthodox,Aug 16 1987
Mickey Gall,6.2,170 ,74,Switch,Jan 22 1992
Miesha Tate,5.6,135 ,65,Orthodox,Aug 18 1986
Miguel Baeza,6.2,170 ,74,Orthodox,Aug 23 1992
Miguel Cosio,6.4,205 ,,,
Miguel Linares,,,,,
Miguel Torres,5.9,135 ,76,Orthodox,Jan 18 1981
Miika Mehmet,,205 ,,Orthodox,
Mike Aina,5.9,155 ,,Orthodox,
Mike Altman,5.10,185 ,,Orthodox,
Mike Bencic,6.0,215 ,,Orthodox,
Mike Bourke,6.0,275 ,,Orthodox,
Mike Bronzoulis,6.0,155 ,,,Jan 05 1979
Mike Brown,5.6,145 ,70,Orthodox,Sep 08 1975
Mike Budnik,5.9,145 ,68,Orthodox,Aug 08 1974
Mike Campbell,5.9,155 ,,Southpaw,
Mike Chandler,5.8,155 ,,,Apr 24 1986
Mike Ciesnolevicz,6.0,235 ,,Orthodox,Oct 28 1979
Mike Cook,6.1,205 ,,Orthodox,
Mike Davis,6.0,155 ,72,Orthodox,Oct 07 1992
Mike Dolce,5.11,185 ,,,Apr 15 1976
Mike Easton,5.6,135 ,70,Southpaw,Jan 25 1984
Mike French,5.10,145 ,,,May 29 1975
Mike Glenn,,205 ,,,Oct 09 1977
Mike Grundy,5.7,145 ,72,Orthodox,Jan 03 1987
Mike Guymon,6.0,170 ,74,Orthodox,Sep 17 1974
Mike Hayes,6.4,230 ,,Orthodox,
Mike Jackson,6.2,170 ,,Orthodox,Mar 22 1985
Mike Joy,5.6,155 ,,Southpaw,Jul 18 1985
Mike King,6.3,185 ,75,,Aug 04 1983
Mike Kyle,6.4,205 ,77,Orthodox,Mar 31 1980
Mike Lullo,5.8,145 ,,Orthodox,Jul 24 1979
Mike Malott,6.0,145 ,,,
Mike Massenzio,6.2,185 ,73,Southpaw,Nov 01 1982
Mike Minniger,,,,,
Mike Moreno,6.0,185 ,,,
Mike Nickels,6.4,205 ,,Orthodox,Dec 13 1971
Mike Perry,5.10,170 ,71,Orthodox,Sep 15 1991
Mike Pierce,5.8,170 ,70,Orthodox,Sep 01 1980
Mike Polchlopek,6.4,285 ,,Orthodox,Dec 27 1965
Mike Pyle,6.0,170 ,74,Orthodox,Sep 18 1975
Mike Rhodes,6.1,170 ,74,Orthodox,Dec 04 1989
Mike Ricci,6.0,155 ,77,Southpaw,Mar 18 1986
Mike Richman,5.8,135 ,,,Jun 23 1985
Mike Rio,5.10,155 ,71,Orthodox,Jul 06 1981
Mike Rodriguez,6.4,205 ,82,Southpaw,Nov 28 1988
Mike Russow,6.1,255 ,73,Orthodox,Sep 11 1976
Mike Santiago,5.10,145 ,69,Orthodox,Jul 28 1989
Mike Seal,6.4,185 ,,Orthodox,
Mike Stumpf,5.10,170 ,71,,Aug 01 1986
Mike Swick,6.1,170 ,77,Orthodox,Jun 19 1979
Mike Wessel,6.0,260 ,,Orthodox,Dec 02 1977
Mike Whitehead,6.1,205 ,,Orthodox,Jun 29 1981
Mike Wilkinson,5.7,145 ,68,,Sep 15 1987
Mike Zichelle,,205 ,,,
Mike de la Torre,5.11,145 ,71,Orthodox,Sep 22 1986
Mike van Arsdale,6.2,205 ,,Switch,Jun 20 1965
Mikey Burnett,5.6,170 ,,Orthodox,Apr 12 1974
Mikhail Iloukhine,5.9,205 ,,Orthodox,Nov 21 1966
Milana Dudieva,5.3,135 ,61,Orthodox,Aug 04 1989
Milco Voorn,,220 ,,Orthodox,
Miles Johns,5.7,135 ,66,Orthodox,Mar 30 1994
Miles McDonald,5.7,115 ,,,Aug 13 1991
Milton Vieira,6.0,145 ,72,Orthodox,Oct 04 1978
Min Soo Kim,6.1,255 ,,Southpaw,Jan 22 1975
Minoki Ichihara,5.7,178 ,,Orthodox,
Minoru Toyonaga,5.11,195 ,,Southpaw,
Minotauro Nogueira,6.3,240 ,77,Orthodox,Jun 02 1976
Mirko Cro Cop,6.2,230 ,73,Southpaw,Sep 10 1974
Mirsad Bektic,5.8,145 ,70,Orthodox,Feb 16 1991
Misha Cirkunov,6.3,205 ,77,Orthodox,Feb 27 1987
Mitch Clarke,5.10,155 ,73,Orthodox,Nov 24 1985
Mitch Gagnon,5.5,135 ,65,Southpaw,Oct 10 1984
Mitch Whitesel,5.9,185 ,,,Jul 12 1981
Mitchell Sipe,6.2,245 ,,Orthodox,Apr 09 1996
Mitsuharu Kitao,6.7,390 ,,,
Mitsuhiro Ishida,5.6,154 ,,Southpaw,Dec 29 1978
Mizuto Hirota,5.7,155 ,67,Orthodox,May 05 1981
Moise Rimbon,5.10,205 ,,Orthodox,Apr 20 1977
Molly McCann,5.4,125 ,62,Orthodox,May 04 1990
Montana De La Rosa,5.7,125 ,68,,Feb 14 1995
Montel Jackson,5.10,135 ,75,Southpaw,Apr 24 1992
Mostapha Al-Turk,6.2,245 ,77,Orthodox,Jul 14 1973
Moti Horenstein,6.4,230 ,,Orthodox,
Motoki Miyazawa,5.11,168 ,,Southpaw,
Motonobu Tezuka,5.7,135 ,66,Southpaw,Aug 29 1987
Movsar Evloev,5.7,145 ,72,Orthodox,Feb 11 1994
Mu Bae Choi,6.2,230 ,,Orthodox,Jun 27 1970
Muhammed Lawal,6.0,205 ,78,Southpaw,Jan 11 1981
Muhsin Corbbrey,5.10,155 ,,Orthodox,May 18 1978
Muin Gafurov,5.7,135 ,,,May 17 1996
Murad Chunkaiev,5.11,185 ,,Orthodox,
Murilo Bustamante,6.2,183 ,,Orthodox,Jul 30 1966
Murilo Rua,5.11,185 ,,Orthodox,May 22 1980
Muslim Salikhov,5.11,170 ,70,Orthodox,Jun 09 1984
Mychal Clark,6.3,224 ,,Orthodox,
