"year","state","month","number","date"
2009,"Amapa","Julio",4,2009-01-01
2010,"Amapa","Julio",2,2010-01-01
2011,"Amapa","Julio",5,2011-01-01
2012,"Amapa","Julio",3,2012-01-01
2013,"Amapa","Julio",1,2013-01-01
2014,"Amapa","Julio",4,2014-01-01
2015,"Amapa","Julio",5,2015-01-01
2016,"Amapa","Julio",1,2016-01-01
2017,"Amapa","Julio",3,2017-01-01
1998,"Amapa","Agosto",1,1998-01-01
1999,"Amapa","Agosto",0,1999-01-01
2000,"Amapa","Agosto",3,2000-01-01
2001,"Amapa","Agosto",12,2001-01-01
2002,"Amapa","Agosto",18,2002-01-01
2003,"Amapa","Agosto",14,2003-01-01
2004,"Amapa","Agosto",9,2004-01-01
2005,"Amapa","Agosto",4,2005-01-01
2006,"Amapa","Agosto",11,2006-01-01
2007,"Amapa","Agosto",5,2007-01-01
2008,"Amapa","Agosto",4,2008-01-01
2009,"Amapa","Agosto",20,2009-01-01
2010,"Amapa","Agosto",1,2010-01-01
2011,"Amapa","Agosto",16,2011-01-01
2012,"Amapa","Agosto",19,2012-01-01
2013,"Amapa","Agosto",9,2013-01-01
2014,"Amapa","Agosto",18,2014-01-01
2015,"Amapa","Agosto",40,2015-01-01
2016,"Amapa","Agosto",37,2016-01-01
2017,"Amapa","Agosto",33,2017-01-01
1998,"Amapa","Septiembre",20,1998-01-01
1999,"Amapa","Septiembre",4,1999-01-01
2000,"Amapa","Septiembre",19,2000-01-01
2001,"Amapa","Septiembre",95,2001-01-01
2002,"Amapa","Septiembre",73,2002-01-01
2003,"Amapa","Septiembre",88,2003-01-01
2004,"Amapa","Septiembre",67,2004-01-01
2005,"Amapa","Septiembre",97,2005-01-01
2006,"Amapa","Septiembre",112,2006-01-01
2007,"Amapa","Septiembre",61,2007-01-01
2008,"Amapa","Septiembre",83,2008-01-01
2009,"Amapa","Septiembre",188,2009-01-01
2010,"Amapa","Septiembre",63,2010-01-01
2011,"Amapa","Septiembre",128,2011-01-01
2012,"Amapa","Septiembre",168,2012-01-01
2013,"Amapa","Septiembre",85,2013-01-01
2014,"Amapa","Septiembre",137,2014-01-01
2015,"Amapa","Septiembre",192,2015-01-01
2016,"Amapa","Septiembre",142,2016-01-01
2017,"Amapa","Septiembre",95,2017-01-01
1998,"Amapa","Octubre",42,1998-01-01
1999,"Amapa","Octubre",25,1999-01-01
2000,"Amapa","Octubre",42,2000-01-01
2001,"Amapa","Octubre",194,2001-01-01
2002,"Amapa","Octubre",557,2002-01-01
2003,"Amapa","Octubre",355,2003-01-01
2004,"Amapa","Octubre",412,2004-01-01
2005,"Amapa","Octubre",335,2005-01-01
2006,"Amapa","Octubre",405,2006-01-01
2007,"Amapa","Octubre",162,2007-01-01
2008,"Amapa","Octubre",395,2008-01-01
2009,"Amapa","Octubre",765,2009-01-01
2010,"Amapa","Octubre",265,2010-01-01
2011,"Amapa","Octubre",304,2011-01-01
2012,"Amapa","Octubre",475,2012-01-01
2013,"Amapa","Octubre",385,2013-01-01
2014,"Amapa","Octubre",480,2014-01-01
2015,"Amapa","Octubre",827,2015-01-01
2016,"Amapa","Octubre",793,2016-01-01
2017,"Amapa","Octubre",468,2017-01-01
1998,"Amapa","Noviembre",131,1998-01-01
1999,"Amapa","Noviembre",26,1999-01-01
2000,"Amapa","Noviembre",157,2000-01-01
2001,"Amapa","Noviembre",406,2001-01-01
2002,"Amapa","Noviembre",1.096,2002-01-01
2003,"Amapa","Noviembre",750,2003-01-01
2004,"Amapa","Noviembre",949,2004-01-01
2005,"Amapa","Noviembre",685,2005-01-01
2006,"Amapa","Noviembre",207,2006-01-01
2007,"Amapa","Noviembre",198,2007-01-01
2008,"Amapa","Noviembre",266,2008-01-01
2009,"Amapa","Noviembre",1.019,2009-01-01
2010,"Amapa","Noviembre",339,2010-01-01
2011,"Amapa","Noviembre",282,2011-01-01
2012,"Amapa","Noviembre",969,2012-01-01
2013,"Amapa","Noviembre",341,2013-01-01
2014,"Amapa","Noviembre",484,2014-01-01
2015,"Amapa","Noviembre",1.3,2015-01-01
2016,"Amapa","Noviembre",1.161,2016-01-01
2017,"Amapa","Noviembre",858,2017-01-01
1998,"Amapa","Diciembre",84,1998-01-01
1999,"Amapa","Diciembre",41,1999-01-01
2000,"Amapa","Diciembre",30,2000-01-01
2001,"Amapa","Diciembre",593,2001-01-01
2002,"Amapa","Diciembre",200,2002-01-01
2003,"Amapa","Diciembre",411,2003-01-01
2004,"Amapa","Diciembre",777,2004-01-01
2005,"Amapa","Diciembre",38,2005-01-01
2006,"Amapa","Diciembre",74,2006-01-01
2007,"Amapa","Diciembre",14,2007-01-01
2008,"Amapa","Diciembre",32,2008-01-01
2009,"Amapa","Diciembre",123,2009-01-01
2010,"Amapa","Diciembre",43,2010-01-01
2011,"Amapa","Diciembre",360,2011-01-01
2012,"Amapa","Diciembre",422,2012-01-01
2013,"Amapa","Diciembre",148,2013-01-01
2014,"Amapa","Diciembre",354,2014-01-01
2015,"Amapa","Diciembre",269,2015-01-01
2016,"Amapa","Diciembre",491,2016-01-01
1998,"Amazonas","Enero",0,1998-01-01
1999,"Amazonas","Enero",3,1999-01-01
2000,"Amazonas","Enero",7,2000-01-01
2001,"Amazonas","Enero",3,2001-01-01
2002,"Amazonas","Enero",17,2002-01-01
2003,"Amazonas","Enero",158,2003-01-01
2004,"Amazonas","Enero",123,2004-01-01
2005,"Amazonas","Enero",44,2005-01-01
2006,"Amazonas","Enero",20,2006-01-01
2007,"Amazonas","Enero",37,2007-01-01
2008,"Amazonas","Enero",16,2008-01-01
2009,"Amazonas","Enero",9,2009-01-01
2010,"Amazonas","Enero",82,2010-01-01
2011,"Amazonas","Enero",53,2011-01-01
2012,"Amazonas","Enero",6,2012-01-01
2013,"Amazonas","Enero",37,2013-01-01
2014,"Amazonas","Enero",46,2014-01-01
2015,"Amazonas","Enero",35,2015-01-01
2016,"Amazonas","Enero",770,2016-01-01
2017,"Amazonas","Enero",65,2017-01-01
1998,"Amazonas","Febrero",0,1998-01-01
1999,"Amazonas","Febrero",43,1999-01-01
2000,"Amazonas","Febrero",62,2000-01-01
2001,"Amazonas","Febrero",8,2001-01-01
2002,"Amazonas","Febrero",2,2002-01-01
2003,"Amazonas","Febrero",62,2003-01-01
2004,"Amazonas","Febrero",92,2004-01-01
2005,"Amazonas","Febrero",6,2005-01-01
2006,"Amazonas","Febrero",10,2006-01-01
2007,"Amazonas","Febrero",92,2007-01-01
2008,"Amazonas","Febrero",32,2008-01-01
2009,"Amazonas","Febrero",3,2009-01-01
2010,"Amazonas","Febrero",81,2010-01-01
2011,"Amazonas","Febrero",30,2011-01-01
2012,"Amazonas","Febrero",25,2012-01-01
2013,"Amazonas","Febrero",16,2013-01-01
2014,"Amazonas","Febrero",49,2014-01-01
2015,"Amazonas","Febrero",107,2015-01-01
2016,"Amazonas","Febrero",275,2016-01-01
2017,"Amazonas","Febrero",52,2017-01-01
1998,"Amazonas","Marzo",0,1998-01-01
1999,"Amazonas","Marzo",7,1999-01-01
2000,"Amazonas","Marzo",69,2000-01-01
2001,"Amazonas","Marzo",6,2001-01-01
2002,"Amazonas","Marzo",5,2002-01-01
2003,"Amazonas","Marzo",64,2003-01-01
2004,"Amazonas","Marzo",6,2004-01-01
2005,"Amazonas","Marzo",12,2005-01-01
2006,"Amazonas","Marzo",20,2006-01-01
2007,"Amazonas","Marzo",6,2007-01-01
2008,"Amazonas","Marzo",10,2008-01-01
2009,"Amazonas","Marzo",11,2009-01-01
2010,"Amazonas","Marzo",116,2010-01-01
2011,"Amazonas","Marzo",49,2011-01-01
2012,"Amazonas","Marzo",17,2012-01-01
2013,"Amazonas","Marzo",49,2013-01-01
2014,"Amazonas","Marzo",50,2014-01-01
2015,"Amazonas","Marzo",46,2015-01-01
2016,"Amazonas","Marzo",140,2016-01-01
2017,"Amazonas","Marzo",45,2017-01-01
1998,"Amazonas","Abril",0,1998-01-01
1999,"Amazonas","Abril",2,1999-01-01
2000,"Amazonas","Abril",18,2000-01-01
2001,"Amazonas","Abril",1,2001-01-01
2002,"Amazonas","Abril",2,2002-01-01
2003,"Amazonas","Abril",11,2003-01-01
2004,"Amazonas","Abril",4,2004-01-01
2005,"Amazonas","Abril",5,2005-01-01
2006,"Amazonas","Abril",5,2006-01-01
2007,"Amazonas","Abril",0,2007-01-01
2008,"Amazonas","Abril",13,2008-01-01
2009,"Amazonas","Abril",1,2009-01-01
2010,"Amazonas","Abril",11,2010-01-01
2011,"Amazonas","Abril",5,2011-01-01
2012,"Amazonas","Abril",3,2012-01-01
2013,"Amazonas","Abril",20,2013-01-01
2014,"Amazonas","Abril",25,2014-01-01
2015,"Amazonas","Abril",24,2015-01-01
2016,"Amazonas","Abril",22,2016-01-01
2017,"Amazonas","Abril",20,2017-01-01
1998,"Amazonas","Mayo",0,1998-01-01
1999,"Amazonas","Mayo",0,1999-01-01
2000,"Amazonas","Mayo",51,2000-01-01
2001,"Amazonas","Mayo",0,2001-01-01
2002,"Amazonas","Mayo",8,2002-01-01
2003,"Amazonas","Mayo",2,2003-01-01
2004,"Amazonas","Mayo",0,2004-01-01
2005,"Amazonas","Mayo",8,2005-01-01
2006,"Amazonas","Mayo",4,2006-01-01
2007,"Amazonas","Mayo",0,2007-01-01
2008,"Amazonas","Mayo",1,2008-01-01
2009,"Amazonas","Mayo",3,2009-01-01
2010,"Amazonas","Mayo",13,2010-01-01
2011,"Amazonas","Mayo",6,2011-01-01
2012,"Amazonas","Mayo",12,2012-01-01
2013,"Amazonas","Mayo",19,2013-01-01
2014,"Amazonas","Mayo",12,2014-01-01
2015,"Amazonas","Mayo",10,2015-01-01
2016,"Amazonas","Mayo",30,2016-01-01
2017,"Amazonas","Mayo",40,2017-01-01
1998,"Amazonas","Junio",2,1998-01-01
1999,"Amazonas","Junio",7,1999-01-01
2000,"Amazonas","Junio",6,2000-01-01
2001,"Amazonas","Junio",5,2001-01-01
2002,"Amazonas","Junio",5,2002-01-01
2003,"Amazonas","Junio",3,2003-01-01
2004,"Amazonas","Junio",12,2004-01-01
2005,"Amazonas","Junio",78,2005-01-01
2006,"Amazonas","Junio",9,2006-01-01
2007,"Amazonas","Junio",23,2007-01-01
2008,"Amazonas","Junio",7,2008-01-01
2009,"Amazonas","Junio",13,2009-01-01
2010,"Amazonas","Junio",9,2010-01-01
2011,"Amazonas","Junio",22,2011-01-01
2012,"Amazonas","Junio",45,2012-01-01
2013,"Amazonas","Junio",56,2013-01-01
2014,"Amazonas","Junio",74,2014-01-01
2015,"Amazonas","Junio",33,2015-01-01
2016,"Amazonas","Junio",90,2016-01-01
2017,"Amazonas","Junio",119,2017-01-01
1998,"Amazonas","Julio",71,1998-01-01
1999,"Amazonas","Julio",11,1999-01-01
2000,"Amazonas","Julio",39,2000-01-01
2001,"Amazonas","Julio",9,2001-01-01
2002,"Amazonas","Julio",146,2002-01-01
2003,"Amazonas","Julio",180,2003-01-01
2004,"Amazonas","Julio",177,2004-01-01
2005,"Amazonas","Julio",676,2005-01-01
2006,"Amazonas","Julio",123,2006-01-01
2007,"Amazonas","Julio",116,2007-01-01
2008,"Amazonas","Julio",108,2008-01-01
2009,"Amazonas","Julio",199,2009-01-01
2010,"Amazonas","Julio",640,2010-01-01
2011,"Amazonas","Julio",271,2011-01-01
2012,"Amazonas","Julio",234,2012-01-01
2013,"Amazonas","Julio",248,2013-01-01
2014,"Amazonas","Julio",202,2014-01-01
2015,"Amazonas","Julio",356,2015-01-01
2016,"Amazonas","Julio",1.137,2016-01-01
2017,"Amazonas","Julio",1.975,2017-01-01
1998,"Amazonas","Agosto",321,1998-01-01
1999,"Amazonas","Agosto",259,1999-01-01
2000,"Amazonas","Agosto",180,2000-01-01
2001,"Amazonas","Agosto",501,2001-01-01
2002,"Amazonas","Agosto",741,2002-01-01
2003,"Amazonas","Agosto",1.867,2003-01-01
2004,"Amazonas","Agosto",1.207,2004-01-01
2005,"Amazonas","Agosto",2.316,2005-01-01
2006,"Amazonas","Agosto",1.422,2006-01-01
2007,"Amazonas","Agosto",2.241,2007-01-01
2008,"Amazonas","Agosto",861,2008-01-01
2009,"Amazonas","Agosto",1.321,2009-01-01
2010,"Amazonas","Agosto",3.727,2010-01-01
2011,"Amazonas","Agosto",1.243,2011-01-01
2012,"Amazonas","Agosto",3.011,2012-01-01
2013,"Amazonas","Agosto",1.276,2013-01-01
2014,"Amazonas","Agosto",3.852,2014-01-01
2015,"Amazonas","Agosto",4.564,2015-01-01
2016,"Amazonas","Agosto",3.611,2016-01-01
2017,"Amazonas","Agosto",6.316,2017-01-01
1998,"Amazonas","Septiembre",267,1998-01-01
1999,"Amazonas","Septiembre",216,1999-01-01
2000,"Amazonas","Septiembre",189,2000-01-01
2001,"Amazonas","Septiembre",166,2001-01-01
2002,"Amazonas","Septiembre",928,2002-01-01
2003,"Amazonas","Septiembre",1.401,2003-01-01
2004,"Amazonas","Septiembre",911,2004-01-01
2005,"Amazonas","Septiembre",2.812,2005-01-01
2006,"Amazonas","Septiembre",2.218,2006-01-01
2007,"Amazonas","Septiembre",1.36,2007-01-01
2008,"Amazonas","Septiembre",998,2008-01-01
2009,"Amazonas","Septiembre",3.091,2009-01-01
2010,"Amazonas","Septiembre",2.781,2010-01-01
2011,"Amazonas","Septiembre",1.295,2011-01-01
2012,"Amazonas","Septiembre",2.392,2012-01-01
2013,"Amazonas","Septiembre",1.739,2013-01-01
2014,"Amazonas","Septiembre",3.057,2014-01-01
2015,"Amazonas","Septiembre",5.882,2015-01-01
2016,"Amazonas","Septiembre",3.119,2016-01-01
2017,"Amazonas","Septiembre",4.033,2017-01-01
1998,"Amazonas","Octubre",83,1998-01-01
1999,"Amazonas","Octubre",479,1999-01-01
2000,"Amazonas","Octubre",145,2000-01-01
2001,"Amazonas","Octubre",332,2001-01-01
2002,"Amazonas","Octubre",695,2002-01-01
2003,"Amazonas","Octubre",725,2003-01-01
2004,"Amazonas","Octubre",710,2004-01-01
2005,"Amazonas","Octubre",545,2005-01-01
2006,"Amazonas","Octubre",721,2006-01-01
2007,"Amazonas","Octubre",215,2007-01-01
2008,"Amazonas","Octubre",632,2008-01-01
2009,"Amazonas","Octubre",2.189,2009-01-01
2010,"Amazonas","Octubre",889,2010-01-01
2011,"Amazonas","Octubre",694,2011-01-01
2012,"Amazonas","Octubre",1.238,2012-01-01
2013,"Amazonas","Octubre",1.202,2013-01-01
2014,"Amazonas","Octubre",952,2014-01-01
2015,"Amazonas","Octubre",2.494,2015-01-01
2016,"Amazonas","Octubre",2.105,2016-01-01
2017,"Amazonas","Octubre",1.581,2017-01-01
1998,"Amazonas","Noviembre",6,1998-01-01
1999,"Amazonas","Noviembre",32,1999-01-01
2000,"Amazonas","Noviembre",27,2000-01-01
2001,"Amazonas","Noviembre",244,2001-01-01
2002,"Amazonas","Noviembre",259,2002-01-01
2003,"Amazonas","Noviembre",169,2003-01-01
2004,"Amazonas","Noviembre",209,2004-01-01
2005,"Amazonas","Noviembre",261,2005-01-01
2006,"Amazonas","Noviembre",59,2006-01-01
2007,"Amazonas","Noviembre",90,2007-01-01
2008,"Amazonas","Noviembre",39,2008-01-01
2009,"Amazonas","Noviembre",973,2009-01-01
2010,"Amazonas","Noviembre",354,2010-01-01
2011,"Amazonas","Noviembre",399,2011-01-01
2012,"Amazonas","Noviembre",682,2012-01-01
2013,"Amazonas","Noviembre",220,2013-01-01
2014,"Amazonas","Noviembre",676,2014-01-01
2015,"Amazonas","Noviembre",1.054,2015-01-01
2016,"Amazonas","Noviembre",591,2016-01-01
2017,"Amazonas","Noviembre",552,2017-01-01
1998,"Amazonas","Diciembre",196,1998-01-01
1999,"Amazonas","Diciembre",2,1999-01-01
2000,"Amazonas","Diciembre",60,2000-01-01
2001,"Amazonas","Diciembre",22,2001-01-01
2002,"Amazonas","Diciembre",44,2002-01-01
2003,"Amazonas","Diciembre",147,2003-01-01
2004,"Amazonas","Diciembre",53,2004-01-01
2005,"Amazonas","Diciembre",17,2005-01-01
2006,"Amazonas","Diciembre",23,2006-01-01
2007,"Amazonas","Diciembre",7,2007-01-01
2008,"Amazonas","Diciembre",0,2008-01-01
2009,"Amazonas","Diciembre",102,2009-01-01
2010,"Amazonas","Diciembre",123,2010-01-01
2011,"Amazonas","Diciembre",121,2011-01-01
2012,"Amazonas","Diciembre",80,2012-01-01
2013,"Amazonas","Diciembre",236,2013-01-01
2014,"Amazonas","Diciembre",293,2014-01-01
2015,"Amazonas","Diciembre",565,2015-01-01
2016,"Amazonas","Diciembre",133,2016-01-01
1998,"Bahia","Enero",0,1998-01-01
1999,"Bahia","Enero",114,1999-01-01
2000,"Bahia","Enero",31,2000-01-01
2001,"Bahia","Enero",24,2001-01-01
2002,"Bahia","Enero",125,2002-01-01
2003,"Bahia","Enero",439,2003-01-01
2004,"Bahia","Enero",158,2004-01-01
2005,"Bahia","Enero",303,2005-01-01
2006,"Bahia","Enero",225,2006-01-01
2007,"Bahia","Enero",373,2007-01-01
2008,"Bahia","Enero",314,2008-01-01
2009,"Bahia","Enero",177,2009-01-01
2010,"Bahia","Enero",297,2010-01-01
2011,"Bahia","Enero",101,2011-01-01
2012,"Bahia","Enero",179,2012-01-01
2013,"Bahia","Enero",125,2013-01-01
2014,"Bahia","Enero",132,2014-01-01
2015,"Bahia","Enero",256,2015-01-01
2016,"Bahia","Enero",285,2016-01-01
2017,"Bahia","Enero",154,2017-01-01
1998,"Bahia","Febrero",0,1998-01-01
1999,"Bahia","Febrero",157,1999-01-01
2000,"Bahia","Febrero",32,2000-01-01
2001,"Bahia","Febrero",101,2001-01-01
2002,"Bahia","Febrero",204,2002-01-01
2003,"Bahia","Febrero",223,2003-01-01
2004,"Bahia","Febrero",122,2004-01-01
2005,"Bahia","Febrero",143,2005-01-01
2006,"Bahia","Febrero",277,2006-01-01
2007,"Bahia","Febrero",113,2007-01-01
2008,"Bahia","Febrero",235,2008-01-01
2009,"Bahia","Febrero",117,2009-01-01
2010,"Bahia","Febrero",206,2010-01-01
2011,"Bahia","Febrero",156,2011-01-01
2012,"Bahia","Febrero",200,2012-01-01
2013,"Bahia","Febrero",231,2013-01-01
2014,"Bahia","Febrero",107,2014-01-01
2015,"Bahia","Febrero",143,2015-01-01
2016,"Bahia","Febrero",418,2016-01-01
2017,"Bahia","Febrero",100,2017-01-01
1998,"Bahia","Marzo",0,1998-01-01
1999,"Bahia","Marzo",83,1999-01-01
2000,"Bahia","Marzo",65,2000-01-01
2001,"Bahia","Marzo",4,2001-01-01
2002,"Bahia","Marzo",146,2002-01-01
2003,"Bahia","Marzo",274,2003-01-01
2004,"Bahia","Marzo",115,2004-01-01
2005,"Bahia","Marzo",158,2005-01-01
2006,"Bahia","Marzo",199,2006-01-01
2007,"Bahia","Marzo",141,2007-01-01
2008,"Bahia","Marzo",135,2008-01-01
2009,"Bahia","Marzo",249,2009-01-01
2010,"Bahia","Marzo",156,2010-01-01
2011,"Bahia","Marzo",90,2011-01-01
2012,"Bahia","Marzo",404,2012-01-01
2013,"Bahia","Marzo",363,2013-01-01
2014,"Bahia","Marzo",148,2014-01-01
2015,"Bahia","Marzo",229,2015-01-01
2016,"Bahia","Marzo",281,2016-01-01
2017,"Bahia","Marzo",163,2017-01-01
1998,"Bahia","Abril",0,1998-01-01
1999,"Bahia","Abril",55,1999-01-01
2000,"Bahia","Abril",23,2000-01-01
2001,"Bahia","Abril",26,2001-01-01
2002,"Bahia","Abril",110,2002-01-01
2003,"Bahia","Abril",376,2003-01-01
2004,"Bahia","Abril",89,2004-01-01
2005,"Bahia","Abril",76,2005-01-01
2006,"Bahia","Abril",60,2006-01-01
2007,"Bahia","Abril",64,2007-01-01
2008,"Bahia","Abril",151,2008-01-01
2009,"Bahia","Abril",40,2009-01-01
2010,"Bahia","Abril",103,2010-01-01
2011,"Bahia","Abril",149,2011-01-01
2012,"Bahia","Abril",396,2012-01-01
2013,"Bahia","Abril",108,2013-01-01
2014,"Bahia","Abril",183,2014-01-01
2015,"Bahia","Abril",190,2015-01-01
2016,"Bahia","Abril",217,2016-01-01
2017,"Bahia","Abril",94,2017-01-01
1998,"Bahia","Mayo",0,1998-01-01
1999,"Bahia","Mayo",76,1999-01-01
2000,"Bahia","Mayo",71,2000-01-01
2001,"Bahia","Mayo",85,2001-01-01
2002,"Bahia","Mayo",166,2002-01-01
2003,"Bahia","Mayo",106,2003-01-01
2004,"Bahia","Mayo",124,2004-01-01
2005,"Bahia","Mayo",120,2005-01-01
2006,"Bahia","Mayo",43,2006-01-01
2007,"Bahia","Mayo",161,2007-01-01
2008,"Bahia","Mayo",56,2008-01-01
2009,"Bahia","Mayo",34,2009-01-01
2010,"Bahia","Mayo",198,2010-01-01
2011,"Bahia","Mayo",189,2011-01-01
2012,"Bahia","Mayo",326,2012-01-01
2013,"Bahia","Mayo",141,2013-01-01
2014,"Bahia","Mayo",224,2014-01-01
2015,"Bahia","Mayo",144,2015-01-01
2016,"Bahia","Mayo",259,2016-01-01
2017,"Bahia","Mayo",121,2017-01-01
1998,"Bahia","Junio",55,1998-01-01
1999,"Bahia","Junio",64,1999-01-01
2000,"Bahia","Junio",178,2000-01-01
2001,"Bahia","Junio",98,2001-01-01
2002,"Bahia","Junio",118,2002-01-01
2003,"Bahia","Junio",140,2003-01-01
2004,"Bahia","Junio",289,2004-01-01
2005,"Bahia","Junio",211,2005-01-01
2006,"Bahia","Junio",68,2006-01-01
2007,"Bahia","Junio",270,2007-01-01
2008,"Bahia","Junio",72,2008-01-01
2009,"Bahia","Junio",92,2009-01-01
2010,"Bahia","Junio",192,2010-01-01
2011,"Bahia","Junio",345,2011-01-01
2012,"Bahia","Junio",385,2012-01-01
2013,"Bahia","Junio",208,2013-01-01
2014,"Bahia","Junio",243,2014-01-01
2015,"Bahia","Junio",242,2015-01-01
2016,"Bahia","Junio",416,2016-01-01
2017,"Bahia","Junio",329,2017-01-01
1998,"Bahia","Julio",219,1998-01-01
1999,"Bahia","Julio",107,1999-01-01
2000,"Bahia","Julio",202,2000-01-01
2001,"Bahia","Julio",248,2001-01-01
2002,"Bahia","Julio",549,2002-01-01
2003,"Bahia","Julio",261,2003-01-01
2004,"Bahia","Julio",310,2004-01-01
2005,"Bahia","Julio",269,2005-01-01
2006,"Bahia","Julio",229,2006-01-01
2007,"Bahia","Julio",811,2007-01-01
2008,"Bahia","Julio",271,2008-01-01
2009,"Bahia","Julio",321,2009-01-01
2010,"Bahia","Julio",519,2010-01-01
2011,"Bahia","Julio",578,2011-01-01
2012,"Bahia","Julio",906,2012-01-01
2013,"Bahia","Julio",362,2013-01-01
2014,"Bahia","Julio",249,2014-01-01
2015,"Bahia","Julio",306,2015-01-01
2016,"Bahia","Julio",345,2016-01-01
2017,"Bahia","Julio",300,2017-01-01
1998,"Bahia","Agosto",815,1998-01-01
1999,"Bahia","Agosto",453,1999-01-01
2000,"Bahia","Agosto",633,2000-01-01
2001,"Bahia","Agosto",979,2001-01-01
2002,"Bahia","Agosto",1.827,2002-01-01
2003,"Bahia","Agosto",1.039,2003-01-01
2004,"Bahia","Agosto",1.43,2004-01-01
2005,"Bahia","Agosto",948,2005-01-01
2006,"Bahia","Agosto",995,2006-01-01
2007,"Bahia","Agosto",3.734,2007-01-01
2008,"Bahia","Agosto",611,2008-01-01
2009,"Bahia","Agosto",439,2009-01-01
2010,"Bahia","Agosto",2.423,2010-01-01
2011,"Bahia","Agosto",1.795,2011-01-01
2012,"Bahia","Agosto",1.835,2012-01-01
2013,"Bahia","Agosto",610,2013-01-01
2014,"Bahia","Agosto",674,2014-01-01
2015,"Bahia","Agosto",829,2015-01-01
2016,"Bahia","Agosto",724,2016-01-01
2017,"Bahia","Agosto",1.018,2017-01-01
1998,"Bahia","Septiembre",2.718,1998-01-01
1999,"Bahia","Septiembre",1.275,1999-01-01
2000,"Bahia","Septiembre",2.285,2000-01-01
2001,"Bahia","Septiembre",3.964,2001-01-01
2002,"Bahia","Septiembre",6.439,2002-01-01
2003,"Bahia","Septiembre",8.847,2003-01-01
2004,"Bahia","Septiembre",6.433,2004-01-01
2005,"Bahia","Septiembre",4.066,2005-01-01
2006,"Bahia","Septiembre",3.006,2006-01-01
2007,"Bahia","Septiembre",7.438,2007-01-01
2008,"Bahia","Septiembre",4.837,2008-01-01
2009,"Bahia","Septiembre",3.61,2009-01-01
2010,"Bahia","Septiembre",5.323,2010-01-01
2011,"Bahia","Septiembre",7.086,2011-01-01
2012,"Bahia","Septiembre",7.495,2012-01-01
2013,"Bahia","Septiembre",2.681,2013-01-01
2014,"Bahia","Septiembre",2.604,2014-01-01
2015,"Bahia","Septiembre",7.956,2015-01-01
2016,"Bahia","Septiembre",1.819,2016-01-01
2017,"Bahia","Septiembre",1.791,2017-01-01
1998,"Bahia","Octubre",1.969,1998-01-01
1999,"Bahia","Octubre",1.307,1999-01-01
2000,"Bahia","Octubre",3.35,2000-01-01
2001,"Bahia","Octubre",1.687,2001-01-01
2002,"Bahia","Octubre",5.414,2002-01-01
2003,"Bahia","Octubre",4.264,2003-01-01
2004,"Bahia","Octubre",4.81,2004-01-01
2005,"Bahia","Octubre",8.405,2005-01-01
2006,"Bahia","Octubre",2.079,2006-01-01
2007,"Bahia","Octubre",4.981,2007-01-01
2008,"Bahia","Octubre",7.691,2008-01-01
2009,"Bahia","Octubre",2.552,2009-01-01
2010,"Bahia","Octubre",5.264,2010-01-01
2011,"Bahia","Octubre",2.166,2011-01-01
2012,"Bahia","Octubre",4.607,2012-01-01
2013,"Bahia","Octubre",1.969,2013-01-01
2014,"Bahia","Octubre",2.763,2014-01-01
2015,"Bahia","Octubre",4.989,2015-01-01
2016,"Bahia","Octubre",1.415,2016-01-01
2017,"Bahia","Octubre",4.005,2017-01-01
1998,"Bahia","Noviembre",49,1998-01-01
1999,"Bahia","Noviembre",49,1999-01-01
2000,"Bahia","Noviembre",114,2000-01-01
2001,"Bahia","Noviembre",699,2001-01-01
2002,"Bahia","Noviembre",1.02,2002-01-01
2003,"Bahia","Noviembre",533,2003-01-01
2004,"Bahia","Noviembre",1.736,2004-01-01
2005,"Bahia","Noviembre",1.595,2005-01-01
2006,"Bahia","Noviembre",239,2006-01-01
2007,"Bahia","Noviembre",2.126,2007-01-01
2008,"Bahia","Noviembre",3.175,2008-01-01
2009,"Bahia","Noviembre",402,2009-01-01
2010,"Bahia","Noviembre",605,2010-01-01
2011,"Bahia","Noviembre",176,2011-01-01
2012,"Bahia","Noviembre",168,2012-01-01
2013,"Bahia","Noviembre",288,2013-01-01
2014,"Bahia","Noviembre",348,2014-01-01
2015,"Bahia","Noviembre",1.705,2015-01-01
2016,"Bahia","Noviembre",408,2016-01-01
2017,"Bahia","Noviembre",174,2017-01-01
1998,"Bahia","Diciembre",82,1998-01-01
1999,"Bahia","Diciembre",37,1999-01-01
2000,"Bahia","Diciembre",24,2000-01-01
2001,"Bahia","Diciembre",158,2001-01-01
2002,"Bahia","Diciembre",848,2002-01-01
2003,"Bahia","Diciembre",710,2003-01-01
2004,"Bahia","Diciembre",423,2004-01-01
2005,"Bahia","Diciembre",116,2005-01-01
2006,"Bahia","Diciembre",169,2006-01-01
2007,"Bahia","Diciembre",259,2007-01-01
2008,"Bahia","Diciembre",52,2008-01-01
2009,"Bahia","Diciembre",308,2009-01-01
2010,"Bahia","Diciembre",226,2010-01-01
2011,"Bahia","Diciembre",230,2011-01-01
2012,"Bahia","Diciembre",477,2012-01-01
2013,"Bahia","Diciembre",131,2013-01-01
2014,"Bahia","Diciembre",144,2014-01-01
2015,"Bahia","Diciembre",1.408,2015-01-01
2016,"Bahia","Diciembre",164,2016-01-01
1998,"Ceara","Enero",0,1998-01-01
1999,"Ceara","Enero",47,1999-01-01
2000,"Ceara","Enero",1,2000-01-01
